,field name,reference_number,watch_URL,type,brand,year_introduced,parent_model,specific_model,nickname,marketing_name,style,currency,price,image_URL,made_in,case_shape,case_material,case_finish,caseback,diameter,between_lugs,lug_to_lug,case_thickness,bezel_material,bezel_color,crystal,water_resistance,weight,dial_color,numerals,bracelet_material,bracelet_color,clasp_type,movement,caliber,power_reserve,frequency,jewels,features,description,short_description
2,value,10.T41WL.S,https://www.mbandf.com/en/machines/horological-machines/hm1,,MB&F,,Horological machines,Horological Machine N°1,"18k white gold, silver/ruthenium dial",HM1 18K WG / RUTHENIUM DIAL,,,,https://www.mbandf.com/files/machines/horological-machines/hm1/images/hm1-wgs_thumb.jpg,,,"
Materials: 18k white gold, 18k red gold or black PVD 18k white gold
Dimensions: 41 x 64 x 14 mm",,,"
Materials: 18k white gold, 18k red gold or black PVD 18k white gold
Dimensions: 41 x 64 x 14 mm","
Materials: 18k white gold, 18k red gold or black PVD 18k white gold
Dimensions: 41 x 64 x 14 mm","
Materials: 18k white gold, 18k red gold or black PVD 18k white gold
Dimensions: 41 x 64 x 14 mm","
Materials: 18k white gold, 18k red gold or black PVD 18k white gold
Dimensions: 41 x 64 x 14 mm",,,,,,,,,,,"
Raised central one-minute tourbillon, separate hours and minutes, 7-day power reserve
22k gold ‘battle-axe’ automatic winding rotor
Four mainspring barrels in parallel
376 components / 81 jewels / 7 days power reserve","
Raised central one-minute tourbillon, separate hours and minutes, 7-day power reserve
22k gold ‘battle-axe’ automatic winding rotor
Four mainspring barrels in parallel
376 components / 81 jewels / 7 days power reserve","
Raised central one-minute tourbillon, separate hours and minutes, 7-day power reserve
22k gold ‘battle-axe’ automatic winding rotor
Four mainspring barrels in parallel
376 components / 81 jewels / 7 days power reserve","
Raised central one-minute tourbillon, separate hours and minutes, 7-day power reserve
22k gold ‘battle-axe’ automatic winding rotor
Four mainspring barrels in parallel
376 components / 81 jewels / 7 days power reserve","
Raised central one-minute tourbillon, separate hours and minutes, 7-day power reserve
22k gold ‘battle-axe’ automatic winding rotor
Four mainspring barrels in parallel
376 components / 81 jewels / 7 days power reserve"," Hours and minutes on separate dials, power reserve indicator, tourbillon.","Launched in 2007, Horological Machine No.1 was an innovative and totally original timepiece: it was the world’s first movement with four barrels connected in both parallel and series, as well as the first wristwatch movement to have energy transmitted to the regulating system from two sources simultaneously.The movement features no less than 376 components, 81 functional jewels, 4 mainspring barrels, a 7-day power reserve and an elevated central tourbillon. With its 48 discrete elements, HM1's three-dimensional case has a complexity and sophistication matching its movement. The multi-strata of the dial both captivate the eye and challenge the mind.",
3,value,10.T41RL.R,https://www.mbandf.com/en/machines/horological-machines/hm1,,MB&F,,Horological machines,Horological Machine N°1,"18k red gold, ruthenium/silver dial",HM1 18K RG / SILVER DIAL,,,,https://www.mbandf.com/files/machines/horological-machines/hm1/images/hm1-silver_thumb.jpg,,,"
Materials: 18k white gold, 18k red gold or black PVD 18k white gold
Dimensions: 41 x 64 x 14 mm",,,"
Materials: 18k white gold, 18k red gold or black PVD 18k white gold
Dimensions: 41 x 64 x 14 mm","
Materials: 18k white gold, 18k red gold or black PVD 18k white gold
Dimensions: 41 x 64 x 14 mm","
Materials: 18k white gold, 18k red gold or black PVD 18k white gold
Dimensions: 41 x 64 x 14 mm","
Materials: 18k white gold, 18k red gold or black PVD 18k white gold
Dimensions: 41 x 64 x 14 mm",,,,,,,,,,,"
Raised central one-minute tourbillon, separate hours and minutes, 7-day power reserve
22k gold ‘battle-axe’ automatic winding rotor
Four mainspring barrels in parallel
376 components / 81 jewels / 7 days power reserve","
Raised central one-minute tourbillon, separate hours and minutes, 7-day power reserve
22k gold ‘battle-axe’ automatic winding rotor
Four mainspring barrels in parallel
376 components / 81 jewels / 7 days power reserve","
Raised central one-minute tourbillon, separate hours and minutes, 7-day power reserve
22k gold ‘battle-axe’ automatic winding rotor
Four mainspring barrels in parallel
376 components / 81 jewels / 7 days power reserve","
Raised central one-minute tourbillon, separate hours and minutes, 7-day power reserve
22k gold ‘battle-axe’ automatic winding rotor
Four mainspring barrels in parallel
376 components / 81 jewels / 7 days power reserve","
Raised central one-minute tourbillon, separate hours and minutes, 7-day power reserve
22k gold ‘battle-axe’ automatic winding rotor
Four mainspring barrels in parallel
376 components / 81 jewels / 7 days power reserve"," Hours and minutes on separate dials, power reserve indicator, tourbillon.","Launched in 2007, Horological Machine No.1 was an innovative and totally original timepiece: it was the world’s first movement with four barrels connected in both parallel and series, as well as the first wristwatch movement to have energy transmitted to the regulating system from two sources simultaneously.The movement features no less than 376 components, 81 functional jewels, 4 mainspring barrels, a 7-day power reserve and an elevated central tourbillon. With its 48 discrete elements, HM1's three-dimensional case has a complexity and sophistication matching its movement. The multi-strata of the dial both captivate the eye and challenge the mind.",
4,value,10.T41.WL.R,https://www.mbandf.com/en/machines/horological-machines/hm1,,MB&F,,Horological machines,Horological Machine N°1,"18k white gold, ruthenium/silver dial",HM1 WG SILVER DIAL,,,,https://www.mbandf.com/files/machines/horological-machines/hm1/images/hm1-wgr_thumb.jpg,,,"
Materials: 18k white gold, 18k red gold or black PVD 18k white gold
Dimensions: 41 x 64 x 14 mm",,,"
Materials: 18k white gold, 18k red gold or black PVD 18k white gold
Dimensions: 41 x 64 x 14 mm","
Materials: 18k white gold, 18k red gold or black PVD 18k white gold
Dimensions: 41 x 64 x 14 mm","
Materials: 18k white gold, 18k red gold or black PVD 18k white gold
Dimensions: 41 x 64 x 14 mm","
Materials: 18k white gold, 18k red gold or black PVD 18k white gold
Dimensions: 41 x 64 x 14 mm",,,,,,,,,,,"
Raised central one-minute tourbillon, separate hours and minutes, 7-day power reserve
22k gold ‘battle-axe’ automatic winding rotor
Four mainspring barrels in parallel
376 components / 81 jewels / 7 days power reserve","
Raised central one-minute tourbillon, separate hours and minutes, 7-day power reserve
22k gold ‘battle-axe’ automatic winding rotor
Four mainspring barrels in parallel
376 components / 81 jewels / 7 days power reserve","
Raised central one-minute tourbillon, separate hours and minutes, 7-day power reserve
22k gold ‘battle-axe’ automatic winding rotor
Four mainspring barrels in parallel
376 components / 81 jewels / 7 days power reserve","
Raised central one-minute tourbillon, separate hours and minutes, 7-day power reserve
22k gold ‘battle-axe’ automatic winding rotor
Four mainspring barrels in parallel
376 components / 81 jewels / 7 days power reserve","
Raised central one-minute tourbillon, separate hours and minutes, 7-day power reserve
22k gold ‘battle-axe’ automatic winding rotor
Four mainspring barrels in parallel
376 components / 81 jewels / 7 days power reserve"," Hours and minutes on separate dials, power reserve indicator, tourbillon.","Launched in 2007, Horological Machine No.1 was an innovative and totally original timepiece: it was the world’s first movement with four barrels connected in both parallel and series, as well as the first wristwatch movement to have energy transmitted to the regulating system from two sources simultaneously.The movement features no less than 376 components, 81 functional jewels, 4 mainspring barrels, a 7-day power reserve and an elevated central tourbillon. With its 48 discrete elements, HM1's three-dimensional case has a complexity and sophistication matching its movement. The multi-strata of the dial both captivate the eye and challenge the mind.",
5,value,10.T41RL.S,https://www.mbandf.com/en/machines/horological-machines/hm1,,MB&F,,Horological machines,Horological Machine N°1,"18k red gold, silver/ruthenium dial",HM1 18K RG RUTHENIUM DIAL,,,,https://www.mbandf.com/files/machines/horological-machines/hm1/images/hm1-rg_thumb.jpg,,,"
Materials: 18k white gold, 18k red gold or black PVD 18k white gold
Dimensions: 41 x 64 x 14 mm",,,"
Materials: 18k white gold, 18k red gold or black PVD 18k white gold
Dimensions: 41 x 64 x 14 mm","
Materials: 18k white gold, 18k red gold or black PVD 18k white gold
Dimensions: 41 x 64 x 14 mm","
Materials: 18k white gold, 18k red gold or black PVD 18k white gold
Dimensions: 41 x 64 x 14 mm","
Materials: 18k white gold, 18k red gold or black PVD 18k white gold
Dimensions: 41 x 64 x 14 mm",,,,,,,,,,,"
Raised central one-minute tourbillon, separate hours and minutes, 7-day power reserve
22k gold ‘battle-axe’ automatic winding rotor
Four mainspring barrels in parallel
376 components / 81 jewels / 7 days power reserve","
Raised central one-minute tourbillon, separate hours and minutes, 7-day power reserve
22k gold ‘battle-axe’ automatic winding rotor
Four mainspring barrels in parallel
376 components / 81 jewels / 7 days power reserve","
Raised central one-minute tourbillon, separate hours and minutes, 7-day power reserve
22k gold ‘battle-axe’ automatic winding rotor
Four mainspring barrels in parallel
376 components / 81 jewels / 7 days power reserve","
Raised central one-minute tourbillon, separate hours and minutes, 7-day power reserve
22k gold ‘battle-axe’ automatic winding rotor
Four mainspring barrels in parallel
376 components / 81 jewels / 7 days power reserve","
Raised central one-minute tourbillon, separate hours and minutes, 7-day power reserve
22k gold ‘battle-axe’ automatic winding rotor
Four mainspring barrels in parallel
376 components / 81 jewels / 7 days power reserve"," Hours and minutes on separate dials, power reserve indicator, tourbillon.","Launched in 2007, Horological Machine No.1 was an innovative and totally original timepiece: it was the world’s first movement with four barrels connected in both parallel and series, as well as the first wristwatch movement to have energy transmitted to the regulating system from two sources simultaneously.The movement features no less than 376 components, 81 functional jewels, 4 mainspring barrels, a 7-day power reserve and an elevated central tourbillon. With its 48 discrete elements, HM1's three-dimensional case has a complexity and sophistication matching its movement. The multi-strata of the dial both captivate the eye and challenge the mind.",
0,value,20.DSTBL.B,https://www.mbandf.com/en/machines/horological-machines/hm2,,MB&F,,Horological machines,Horological Machine N°2,Sapphire & black PVD coated titanium,HM2-Black SV,,,,https://www.mbandf.com/files/machines/horological-machines/hm2/images/hm2-black-sv_thumb.jpg,,,"
Materials: 18k white gold/titanium and red gold/titanium editions, ceramic/red gold and ceramic/titanium editions, sapphire/black PVD titanium and sapphire/18k red gold editions. 
Dimensions: 59 x 38 x 13 mm",,,"
Materials: 18k white gold/titanium and red gold/titanium editions, ceramic/red gold and ceramic/titanium editions, sapphire/black PVD titanium and sapphire/18k red gold editions. 
Dimensions: 59 x 38 x 13 mm","
Materials: 18k white gold/titanium and red gold/titanium editions, ceramic/red gold and ceramic/titanium editions, sapphire/black PVD titanium and sapphire/18k red gold editions. 
Dimensions: 59 x 38 x 13 mm","
Materials: 18k white gold/titanium and red gold/titanium editions, ceramic/red gold and ceramic/titanium editions, sapphire/black PVD titanium and sapphire/18k red gold editions. 
Dimensions: 59 x 38 x 13 mm","
Materials: 18k white gold/titanium and red gold/titanium editions, ceramic/red gold and ceramic/titanium editions, sapphire/black PVD titanium and sapphire/18k red gold editions. 
Dimensions: 59 x 38 x 13 mm",,,,,,,,,,,"
Three-dimensional horological engine designed by Jean-Marc Wiederrecht/Agenhor.
Powered by a Sowind base
22k gold ‘battle-axe’ automatic winding rotor
349 components / 44 jewels","
Three-dimensional horological engine designed by Jean-Marc Wiederrecht/Agenhor.
Powered by a Sowind base
22k gold ‘battle-axe’ automatic winding rotor
349 components / 44 jewels","
Three-dimensional horological engine designed by Jean-Marc Wiederrecht/Agenhor.
Powered by a Sowind base
22k gold ‘battle-axe’ automatic winding rotor
349 components / 44 jewels","
Three-dimensional horological engine designed by Jean-Marc Wiederrecht/Agenhor.
Powered by a Sowind base
22k gold ‘battle-axe’ automatic winding rotor
349 components / 44 jewels","
Three-dimensional horological engine designed by Jean-Marc Wiederrecht/Agenhor.
Powered by a Sowind base
22k gold ‘battle-axe’ automatic winding rotor
349 components / 44 jewels", Left dial: retrograde date and bi-hemisphere moon phase. Right dial: jumping hours and concentric retrograde minutes.,"First launched in 2008, Horological Machine No.2 revolutionized the world of haute horlogerie with its distinctive rectangular shape, flying buttresses, dual portholes and modular construction. Its mechanical movement offers instantaneous jumping hours, concentric retrograde minutes, retrograde date, bi-hemisphere moon-phase and automatic winding.The dynamic tension between apparently incongruous elements in Horological Machine No.2, such as that between innovative technology and sculptural art, matte finish and mirror polish, modern alloys and precious metals, and between traditional watchmaking and 21st century micro-engineering, endows this machine with vibrant vitality. The sapphire crystal cases of the HM2-SV editions offer visual access into the meticulously hand-finished engine.",Limited edition of 18 pieces
1,value,20.DSRL.B,https://www.mbandf.com/en/machines/horological-machines/hm2,,MB&F,,Horological machines,Horological Machine N°2,Sapphire & 18k red gold,HM2-Red SV,,,,https://www.mbandf.com/files/machines/horological-machines/hm2/images/hm2-red-sv_thumb.jpg,,,"
Materials: 18k white gold/titanium and red gold/titanium editions, ceramic/red gold and ceramic/titanium editions, sapphire/black PVD titanium and sapphire/18k red gold editions. 
Dimensions: 59 x 38 x 13 mm",,,"
Materials: 18k white gold/titanium and red gold/titanium editions, ceramic/red gold and ceramic/titanium editions, sapphire/black PVD titanium and sapphire/18k red gold editions. 
Dimensions: 59 x 38 x 13 mm","
Materials: 18k white gold/titanium and red gold/titanium editions, ceramic/red gold and ceramic/titanium editions, sapphire/black PVD titanium and sapphire/18k red gold editions. 
Dimensions: 59 x 38 x 13 mm","
Materials: 18k white gold/titanium and red gold/titanium editions, ceramic/red gold and ceramic/titanium editions, sapphire/black PVD titanium and sapphire/18k red gold editions. 
Dimensions: 59 x 38 x 13 mm","
Materials: 18k white gold/titanium and red gold/titanium editions, ceramic/red gold and ceramic/titanium editions, sapphire/black PVD titanium and sapphire/18k red gold editions. 
Dimensions: 59 x 38 x 13 mm",,,,,,,,,,,"
Three-dimensional horological engine designed by Jean-Marc Wiederrecht/Agenhor.
Powered by a Sowind base
22k gold ‘battle-axe’ automatic winding rotor
349 components / 44 jewels","
Three-dimensional horological engine designed by Jean-Marc Wiederrecht/Agenhor.
Powered by a Sowind base
22k gold ‘battle-axe’ automatic winding rotor
349 components / 44 jewels","
Three-dimensional horological engine designed by Jean-Marc Wiederrecht/Agenhor.
Powered by a Sowind base
22k gold ‘battle-axe’ automatic winding rotor
349 components / 44 jewels","
Three-dimensional horological engine designed by Jean-Marc Wiederrecht/Agenhor.
Powered by a Sowind base
22k gold ‘battle-axe’ automatic winding rotor
349 components / 44 jewels","
Three-dimensional horological engine designed by Jean-Marc Wiederrecht/Agenhor.
Powered by a Sowind base
22k gold ‘battle-axe’ automatic winding rotor
349 components / 44 jewels", Left dial: retrograde date and bi-hemisphere moon phase. Right dial: jumping hours and concentric retrograde minutes.,"First launched in 2008, Horological Machine No.2 revolutionized the world of haute horlogerie with its distinctive rectangular shape, flying buttresses, dual portholes and modular construction. Its mechanical movement offers instantaneous jumping hours, concentric retrograde minutes, retrograde date, bi-hemisphere moon-phase and automatic winding.The dynamic tension between apparently incongruous elements in Horological Machine No.2, such as that between innovative technology and sculptural art, matte finish and mirror polish, modern alloys and precious metals, and between traditional watchmaking and 21st century micro-engineering, endows this machine with vibrant vitality. The sapphire crystal cases of the HM2-SV editions offer visual access into the meticulously hand-finished engine.",Limited edition of 18 pieces
2,value,20.DCRTL.B,https://www.mbandf.com/en/machines/horological-machines/hm2,,MB&F,,Horological machines,Horological Machine N°2,Ceramic & 18k red gold,HM2 CR,,,,https://www.mbandf.com/files/machines/horological-machines/hm2/images/HM2-CR_front_thumb.jpg,,,"
Materials: 18k white gold/titanium and red gold/titanium editions, ceramic/red gold and ceramic/titanium editions, sapphire/black PVD titanium and sapphire/18k red gold editions. 
Dimensions: 59 x 38 x 13 mm",,,"
Materials: 18k white gold/titanium and red gold/titanium editions, ceramic/red gold and ceramic/titanium editions, sapphire/black PVD titanium and sapphire/18k red gold editions. 
Dimensions: 59 x 38 x 13 mm","
Materials: 18k white gold/titanium and red gold/titanium editions, ceramic/red gold and ceramic/titanium editions, sapphire/black PVD titanium and sapphire/18k red gold editions. 
Dimensions: 59 x 38 x 13 mm","
Materials: 18k white gold/titanium and red gold/titanium editions, ceramic/red gold and ceramic/titanium editions, sapphire/black PVD titanium and sapphire/18k red gold editions. 
Dimensions: 59 x 38 x 13 mm","
Materials: 18k white gold/titanium and red gold/titanium editions, ceramic/red gold and ceramic/titanium editions, sapphire/black PVD titanium and sapphire/18k red gold editions. 
Dimensions: 59 x 38 x 13 mm",,,,,,,,,,,"
Three-dimensional horological engine designed by Jean-Marc Wiederrecht/Agenhor.
Powered by a Sowind base
22k gold ‘battle-axe’ automatic winding rotor
349 components / 44 jewels","
Three-dimensional horological engine designed by Jean-Marc Wiederrecht/Agenhor.
Powered by a Sowind base
22k gold ‘battle-axe’ automatic winding rotor
349 components / 44 jewels","
Three-dimensional horological engine designed by Jean-Marc Wiederrecht/Agenhor.
Powered by a Sowind base
22k gold ‘battle-axe’ automatic winding rotor
349 components / 44 jewels","
Three-dimensional horological engine designed by Jean-Marc Wiederrecht/Agenhor.
Powered by a Sowind base
22k gold ‘battle-axe’ automatic winding rotor
349 components / 44 jewels","
Three-dimensional horological engine designed by Jean-Marc Wiederrecht/Agenhor.
Powered by a Sowind base
22k gold ‘battle-axe’ automatic winding rotor
349 components / 44 jewels", Left dial: retrograde date and bi-hemisphere moon phase. Right dial: jumping hours and concentric retrograde minutes.,"First launched in 2008, Horological Machine No.2 revolutionized the world of haute horlogerie with its distinctive rectangular shape, flying buttresses, dual portholes and modular construction. Its mechanical movement offers instantaneous jumping hours, concentric retrograde minutes, retrograde date, bi-hemisphere moon-phase and automatic winding.The dynamic tension between apparently incongruous elements in Horological Machine No.2, such as that between innovative technology and sculptural art, matte finish and mirror polish, modern alloys and precious metals, and between traditional watchmaking and 21st century micro-engineering, endows this machine with vibrant vitality. The sapphire crystal cases of the HM2-SV editions offer visual access into the meticulously hand-finished engine.",Limited edition of 33 pieces
3,value,20.DCTTL.B,https://www.mbandf.com/en/machines/horological-machines/hm2,,MB&F,,Horological machines,Horological Machine N°2,Ceramic & titanium,HM2 CTi,,,,https://www.mbandf.com/files/machines/horological-machines/hm2/images/hm2-cti_front_thumb.jpg,,,"
Materials: 18k white gold/titanium and red gold/titanium editions, ceramic/red gold and ceramic/titanium editions, sapphire/black PVD titanium and sapphire/18k red gold editions. 
Dimensions: 59 x 38 x 13 mm",,,"
Materials: 18k white gold/titanium and red gold/titanium editions, ceramic/red gold and ceramic/titanium editions, sapphire/black PVD titanium and sapphire/18k red gold editions. 
Dimensions: 59 x 38 x 13 mm","
Materials: 18k white gold/titanium and red gold/titanium editions, ceramic/red gold and ceramic/titanium editions, sapphire/black PVD titanium and sapphire/18k red gold editions. 
Dimensions: 59 x 38 x 13 mm","
Materials: 18k white gold/titanium and red gold/titanium editions, ceramic/red gold and ceramic/titanium editions, sapphire/black PVD titanium and sapphire/18k red gold editions. 
Dimensions: 59 x 38 x 13 mm","
Materials: 18k white gold/titanium and red gold/titanium editions, ceramic/red gold and ceramic/titanium editions, sapphire/black PVD titanium and sapphire/18k red gold editions. 
Dimensions: 59 x 38 x 13 mm",,,,,,,,,,,"
Three-dimensional horological engine designed by Jean-Marc Wiederrecht/Agenhor.
Powered by a Sowind base
22k gold ‘battle-axe’ automatic winding rotor
349 components / 44 jewels","
Three-dimensional horological engine designed by Jean-Marc Wiederrecht/Agenhor.
Powered by a Sowind base
22k gold ‘battle-axe’ automatic winding rotor
349 components / 44 jewels","
Three-dimensional horological engine designed by Jean-Marc Wiederrecht/Agenhor.
Powered by a Sowind base
22k gold ‘battle-axe’ automatic winding rotor
349 components / 44 jewels","
Three-dimensional horological engine designed by Jean-Marc Wiederrecht/Agenhor.
Powered by a Sowind base
22k gold ‘battle-axe’ automatic winding rotor
349 components / 44 jewels","
Three-dimensional horological engine designed by Jean-Marc Wiederrecht/Agenhor.
Powered by a Sowind base
22k gold ‘battle-axe’ automatic winding rotor
349 components / 44 jewels", Left dial: retrograde date and bi-hemisphere moon phase. Right dial: jumping hours and concentric retrograde minutes.,"First launched in 2008, Horological Machine No.2 revolutionized the world of haute horlogerie with its distinctive rectangular shape, flying buttresses, dual portholes and modular construction. Its mechanical movement offers instantaneous jumping hours, concentric retrograde minutes, retrograde date, bi-hemisphere moon-phase and automatic winding.The dynamic tension between apparently incongruous elements in Horological Machine No.2, such as that between innovative technology and sculptural art, matte finish and mirror polish, modern alloys and precious metals, and between traditional watchmaking and 21st century micro-engineering, endows this machine with vibrant vitality. The sapphire crystal cases of the HM2-SV editions offer visual access into the meticulously hand-finished engine.",Limited edition of 66 pieces
4,value,20.DWWTL.R,https://www.mbandf.com/en/machines/horological-machines/hm2,,MB&F,,Horological machines,Horological Machine N°2,18k white gold & titanium,HM2 WT,,,,https://www.mbandf.com/files/machines/horological-machines/hm2/images/HM2_WG_front_thumb.jpg,,,"
Materials: 18k white gold/titanium and red gold/titanium editions, ceramic/red gold and ceramic/titanium editions, sapphire/black PVD titanium and sapphire/18k red gold editions. 
Dimensions: 59 x 38 x 13 mm",,,"
Materials: 18k white gold/titanium and red gold/titanium editions, ceramic/red gold and ceramic/titanium editions, sapphire/black PVD titanium and sapphire/18k red gold editions. 
Dimensions: 59 x 38 x 13 mm","
Materials: 18k white gold/titanium and red gold/titanium editions, ceramic/red gold and ceramic/titanium editions, sapphire/black PVD titanium and sapphire/18k red gold editions. 
Dimensions: 59 x 38 x 13 mm","
Materials: 18k white gold/titanium and red gold/titanium editions, ceramic/red gold and ceramic/titanium editions, sapphire/black PVD titanium and sapphire/18k red gold editions. 
Dimensions: 59 x 38 x 13 mm","
Materials: 18k white gold/titanium and red gold/titanium editions, ceramic/red gold and ceramic/titanium editions, sapphire/black PVD titanium and sapphire/18k red gold editions. 
Dimensions: 59 x 38 x 13 mm",,,,,,,,,,,"
Three-dimensional horological engine designed by Jean-Marc Wiederrecht/Agenhor.
Powered by a Sowind base
22k gold ‘battle-axe’ automatic winding rotor
349 components / 44 jewels","
Three-dimensional horological engine designed by Jean-Marc Wiederrecht/Agenhor.
Powered by a Sowind base
22k gold ‘battle-axe’ automatic winding rotor
349 components / 44 jewels","
Three-dimensional horological engine designed by Jean-Marc Wiederrecht/Agenhor.
Powered by a Sowind base
22k gold ‘battle-axe’ automatic winding rotor
349 components / 44 jewels","
Three-dimensional horological engine designed by Jean-Marc Wiederrecht/Agenhor.
Powered by a Sowind base
22k gold ‘battle-axe’ automatic winding rotor
349 components / 44 jewels","
Three-dimensional horological engine designed by Jean-Marc Wiederrecht/Agenhor.
Powered by a Sowind base
22k gold ‘battle-axe’ automatic winding rotor
349 components / 44 jewels", Left dial: retrograde date and bi-hemisphere moon phase. Right dial: jumping hours and concentric retrograde minutes.,"First launched in 2008, Horological Machine No.2 revolutionized the world of haute horlogerie with its distinctive rectangular shape, flying buttresses, dual portholes and modular construction. Its mechanical movement offers instantaneous jumping hours, concentric retrograde minutes, retrograde date, bi-hemisphere moon-phase and automatic winding.The dynamic tension between apparently incongruous elements in Horological Machine No.2, such as that between innovative technology and sculptural art, matte finish and mirror polish, modern alloys and precious metals, and between traditional watchmaking and 21st century micro-engineering, endows this machine with vibrant vitality. The sapphire crystal cases of the HM2-SV editions offer visual access into the meticulously hand-finished engine.",Limited edition of 125 pieces
5,value,20.DRRTL.R,https://www.mbandf.com/en/machines/horological-machines/hm2,,MB&F,,Horological machines,Horological Machine N°2,18k red gold & titanium,HM2 RT,,,,https://www.mbandf.com/files/machines/horological-machines/hm2/images/HM2_RG_front_thumb.jpg,,,"
Materials: 18k white gold/titanium and red gold/titanium editions, ceramic/red gold and ceramic/titanium editions, sapphire/black PVD titanium and sapphire/18k red gold editions. 
Dimensions: 59 x 38 x 13 mm",,,"
Materials: 18k white gold/titanium and red gold/titanium editions, ceramic/red gold and ceramic/titanium editions, sapphire/black PVD titanium and sapphire/18k red gold editions. 
Dimensions: 59 x 38 x 13 mm","
Materials: 18k white gold/titanium and red gold/titanium editions, ceramic/red gold and ceramic/titanium editions, sapphire/black PVD titanium and sapphire/18k red gold editions. 
Dimensions: 59 x 38 x 13 mm","
Materials: 18k white gold/titanium and red gold/titanium editions, ceramic/red gold and ceramic/titanium editions, sapphire/black PVD titanium and sapphire/18k red gold editions. 
Dimensions: 59 x 38 x 13 mm","
Materials: 18k white gold/titanium and red gold/titanium editions, ceramic/red gold and ceramic/titanium editions, sapphire/black PVD titanium and sapphire/18k red gold editions. 
Dimensions: 59 x 38 x 13 mm",,,,,,,,,,,"
Three-dimensional horological engine designed by Jean-Marc Wiederrecht/Agenhor.
Powered by a Sowind base
22k gold ‘battle-axe’ automatic winding rotor
349 components / 44 jewels","
Three-dimensional horological engine designed by Jean-Marc Wiederrecht/Agenhor.
Powered by a Sowind base
22k gold ‘battle-axe’ automatic winding rotor
349 components / 44 jewels","
Three-dimensional horological engine designed by Jean-Marc Wiederrecht/Agenhor.
Powered by a Sowind base
22k gold ‘battle-axe’ automatic winding rotor
349 components / 44 jewels","
Three-dimensional horological engine designed by Jean-Marc Wiederrecht/Agenhor.
Powered by a Sowind base
22k gold ‘battle-axe’ automatic winding rotor
349 components / 44 jewels","
Three-dimensional horological engine designed by Jean-Marc Wiederrecht/Agenhor.
Powered by a Sowind base
22k gold ‘battle-axe’ automatic winding rotor
349 components / 44 jewels", Left dial: retrograde date and bi-hemisphere moon phase. Right dial: jumping hours and concentric retrograde minutes.,"First launched in 2008, Horological Machine No.2 revolutionized the world of haute horlogerie with its distinctive rectangular shape, flying buttresses, dual portholes and modular construction. Its mechanical movement offers instantaneous jumping hours, concentric retrograde minutes, retrograde date, bi-hemisphere moon-phase and automatic winding.The dynamic tension between apparently incongruous elements in Horological Machine No.2, such as that between innovative technology and sculptural art, matte finish and mirror polish, modern alloys and precious metals, and between traditional watchmaking and 21st century micro-engineering, endows this machine with vibrant vitality. The sapphire crystal cases of the HM2-SV editions offer visual access into the meticulously hand-finished engine.",Limited edition of 125 pieces
